"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000000090034","onu 1075 glp 2.1 glp;vasilhame sgb 13kg","0,00","0,00","INSUMOS","OFICINA (INSUMOS)","Outras","Produto para Consumo","UNIDADE(S)","Unidade","0","ATIVO","2711.19.10","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000000090035","onu 1075 glp 2.1 glp;vasilhame sgb 20kg","0,00","0,00","INSUMOS","OFICINA (INSUMOS)","Genérica","Produto para Consumo",,"Unidade","0","ATIVO","2711.19.10","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010001864","tinta w-lack dupla funcao br aluminio 30200 meio nao aquoso poliester modificado 20 l onu 1263 tinta","0,00","0,00","GERAL","GERAL","Outras","Produtos para Revenda",,"Balde","0","ATIVO","Alterar descrição da NCM","3,25","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010002019","diluente organico composto por mistura de diluentes diluente pu 5003 5 l onu 1263 material relacion","0,00","0,00","QUIMICOS","REMOVEDORES","WEG","Produto para Consumo",,"Unidade","0","ATIVO","3814.00.90","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010002925","tinta w-ester cvp 964 r vermelho oxido 84320 meio nao aquoso ester epoxi 3,6 l onu 1263 tinta 3 iii","0,00","0,00","QUIMICOS","TINTAS","WEG","Produto para Consumo",,"Galão","0","ATIVO","Alterar descrição da NCM","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016820","ventilador rad bid ext 80 pp 132x25mm partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016821","ventilador rad bid ext 90 pp 157x35mm partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016827","kit manufaturado ventilador rad bid ext 100 al 182x36mm partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016858","kit manufaturado tampa tras 132 207 anel v partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016859","tampa tras 160 209 anel v partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016876","kit manufaturado tampa flang usi ff265 132 w21/w22 v rin nu308 partes motor eletrico","0,00","0,00","PEÇAS","TAMPA FLANGEADA","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016914","ventilador rad bid ext 112 pp 190x38mm partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016916","kit manufaturado ventilador rad bid ext 132 pp 230x42mm partes motor eletrico","0,00","0,00","PEÇAS","VENTILADOR","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016917","ventilador rad bid ext 160 pp 150x47mm partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016920","ventilador rad bid ext 180 pp 230x47mm partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016925","ventilador rad bid ext 132 al 170x40mm partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016936","ventilador rad bid ext 280 pp 362x77mm partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010016938","kit manufaturado ventilador rad bid ext 315 pp 425x77mm partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010017014","kit manufaturado tampa tras 90 204 ret s/mola partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010017019","kit manufaturado tampa tras 160 209 ret s/mola partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010017020","kit manufaturado tampa tras 200 212 ret s/mola partes motor eletrico","0,00","0,00","PEÇAS","OFICINA (PEÇAS)","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010017023","kit manufaturado tampa flang usi ff165 90 expl ret 6205 partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010017024","kit manufaturado tampa flang usi ff215 112 expl ret nu307 partes motor eletrico","0,00","0,00","PEÇAS","OFICINA (PEÇAS)","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010017110","kit manufaturado tampa tras 100 206 ret s/mola partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010024321","carcaca usinada de ferro fundido fc-200 100l com pes para motor eletrico","0,00","0,00","PEÇAS","CARCAÇA","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010028787","estator grampeado 110mm 04 carcaca 100","0,00","0,00","PEÇAS","CARCAÇA","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010156583","placa bornes bmc 6 pinos k1m5 laran partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8536.90.90","9,75","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010156604","kit manufaturado caixa ligacao usin 280 expl w21 partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010190951","cabo db9 - rj11 comunicacao ihm 2 m tensao ate 30v rs-2.0m","0,00","0,00","PEÇAS","DRIVES (PEÇAS)","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8544.42.00","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010223706","kit manufaturado tampa tras 180 211 partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010223709","kit manufaturado tampa tras 250 314 partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010836082","kit manufaturado tampa flang usi ff215 100 w21/w22 labir 6206 partes motor eletrico","0,00","0,00","PEÇAS","TAMPA FLANGEADA","Genérica","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010935649","conjunto modulo interface homem-maquina ssw07-hmi-rem para soft-starter","0,00","0,00","PEÇAS","DRIVES (PEÇAS)","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","9032.90.10","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000010964973","kit comprado/avulso escova aterramento partes motor eletrico","0,00","0,00","PEÇAS","OFICINA (PEÇAS)","Genérica","Produto para Consumo",,"Unidade","0","ATIVO","8545.20.00","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011091566","anel fix rol 314 wseal partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8487.90.00","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011092554","anel fix rol 316 wseal partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8487.90.00","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011100947","kit manufaturado tampa diant 250 314 partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011108011","placa identificacao aco inox aisi 304 rebite","0,00","0,00","PEÇAS","PLACAS ID","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8310.00.00","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011108012","placa identificacao aco inox aisi 304 rebite","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8310.00.00","0,00","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011201780","tinta w-viaria cvp 605 branco meio nao aquoso acrilico 3,6 l onu 1263 tinta 3 iii","0,00","0,00","QUIMICOS","TINTAS","WEG","Produtos para Revenda",,"Galão","0","ATIVO","Alterar descrição da NCM","3,25","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011203028","suporte cx lig princ w21/w22/w40 315 partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011203114","kit manufaturado tampa tras 280 316 c/isol partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011250170","kit manufaturado tampa tras 200 212 anel v partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011329032","kit manufaturado tampa defl brut 160 w22 partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011336601","kit manufaturado tampa tras 112 206 anel v partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011336766","kit manufaturado tampa tras 160 209 w3seal partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
"Listagem de Produtos Detalhada","Pag.",1,19/02/2026,09:56:47,"  Situação do Produto: ATIVO","Código ","Nome","Peso Liq.","Peso Bruto","Grupo","Sub Grupo","Marca","Classe","Embalagem","Unidade","Sit. Trib.","Situação","Classe Fiscal","Alíquota IPI","Base Redução","000000000011340759","kit manufaturado tampa tras l100 205 w3seal partes motor eletrico","0,00","0,00","GERAL","GERAL","WEG","Produtos para Revenda",,"Unidade","0","ATIVO","8503.00.90","6,50","SEM REDUÇÃO"
